"Time","Q"
2016-12-29,151.3815
2016-12-30,154.6987357
2016-12-31,153.8297602
2017-01-01,131.7413091
2017-01-02,158.8105117
2017-01-03,161.4975534
2017-01-04,158.1549699
2017-01-05,157.0865046
2017-01-06,159.6564384
2017-01-07,164.3866473
2017-01-08,149.118916
2017-01-09,162.2803275
2017-01-10,163.5546469
2017-01-11,168.0362476
2017-01-12,166.5086268
2017-01-13,167.1964336
2017-01-14,164.2508456
2017-01-15,149.9073253
2017-01-16,160.1022978
2017-01-17,164.0685682
2017-01-18,165.3437451
2017-01-19,170.1129773
2017-01-20,170.8168425
2017-01-21,166.7749679
2017-01-22,156.8594029
2017-01-23,160.2859428
2017-01-24,167.3421509
2017-01-25,171.4457347
2017-01-26,136.0824751
2017-01-27,155.6756074
2017-01-28,173.7482296
2017-01-29,156.6517841
2017-01-30,163.2433494
2017-01-31,169.4491113
2017-02-01,168.406631
2017-02-02,147.7595751
2017-02-03,174.4914698
2017-02-04,169.4353071
2017-02-05,158.6668855
2017-02-06,165.2510475
2017-02-07,166.3575233
2017-02-08,171.45699
2017-02-09,170.650049
2017-02-10,170.8510178
2017-02-11,169.7617457
2017-02-12,157.5554461
2017-02-13,161.6951715
2017-02-14,171.5230068
2017-02-15,166.4753244
2017-02-16,168.6057108
2017-02-17,165.5536725
2017-02-18,162.9856864
2017-02-19,152.8201493
2017-02-20,162.2123262
2017-02-21,166.3697971
2017-02-22,169.6622252
2017-02-23,163.4151981
2017-02-24,165.6690797
2017-02-25,164.0045046
2017-02-26,153.1081671
2017-02-27,159.9588867
2017-02-28,167.7186426
2017-03-01,167.7380189
2017-03-02,167.8848077
2017-03-03,169.2713574
2017-03-04,168.6431204
2017-03-05,158.0232996
2017-03-06,159.4743672
2017-03-07,167.1122672
2017-03-08,164.652876
2017-03-09,165.1238409
2017-03-10,166.8380368
2017-03-11,165.6788665
2017-03-12,157.3258821
2017-03-13,164.567087
2017-03-14,168.9772746
2017-03-15,118.484825
2017-03-16,128.3246047
2017-03-17,139.0900893
2017-03-18,149.855574
2017-03-19,160.6210586
2017-03-20,171.3865432
2017-03-21,160.3232828
2017-03-22,164.1873025
2017-03-23,160.2777826
2017-03-24,161.3166961
2017-03-25,156.3522131
2017-03-26,145.383139
2017-03-27,154.5935145
2017-03-28,159.3769811
2017-03-29,160.2319276
2017-03-30,158.2349181
2017-03-31,159.727763
2017-04-01,161.404876
2017-04-02,150.252777
2017-04-03,155.8771249
2017-04-04,159.7065244
2017-04-05,163.2024535
2017-04-06,161.0929791
2017-04-07,163.9424937
2017-04-08,163.5450416
2017-04-09,150.7021135
2017-04-10,156.2491167
2017-04-11,162.3586121
2017-04-12,161.8047337
2017-04-13,150.0254899
2017-04-14,138.117064
2017-04-15,150.4534459
2017-04-16,140.7159229
2017-04-17,154.1116949
2017-04-18,158.9741259
2017-04-19,161.3894382
2017-04-20,159.7614876
2017-04-21,161.0233005
2017-04-22,160.8947547
